Path,Author,Modifier,DateCreated,DateSaved
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/Analysis 10-11.xls,,DHRIO-GSA,10/14/1996 23:33,7/13/2011 16:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,DHRIO,1/29/2010 16:35,1/26/2011 16:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 105_Service Delivery Summary.xls,Robert Wathondu,HRIO,2/7/2008 13:50,9/15/2008 6:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS,DHRIO,2/11/2008 10:11,1/27/2009 0:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/INPATIENT ADMINISTRATIVE STATISTICS-Garissa.xls,D. Muania,DHRIO,8/9/2005 5:07,1/25/2011 14:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 717 Service Statistics- Workload.xls,D. Muania,DHRIO-GSA,8/10/2005 10:27,8/17/2011 13:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,DHRIO-GSA,1/27/2008 13:30,8/17/2011 12:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,DHRIO,1/27/2008 13:30,1/26/2011 16:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,DHRIO,2/7/2008 13:50,3/19/2011 14:27
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu,info depart,1/27/2008 13:30,2/9/2009 12:16
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,DHRIO-GSA,1/29/2010 16:35,8/17/2011 13:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 718 Inpatient Morbidity And Mortality Monthly Summary-November 2010.xls,ROOM 37 HIS,DHRIO,1/15/2010 22:37,1/26/2011 15:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Garissa/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,DHRIO,2/7/2008 13:50,12/19/2009 12:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,mary,1/27/2008 13:30,4/16/2011 10:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 710_Immunization Summary 2010.xls,Robert Wathondu,SAMUEL,2/7/2008 14:06,4/5/2011 10:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,PHRIO,2/7/2008 13:50,7/28/2011 19:01
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,mary,8/10/2005 10:27,4/16/2011 12:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,mary,2/7/2008 14:06,4/8/2011 11:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu,mary,1/27/2008 13:30,1/14/2011 16:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel,CHEBURET,1/29/2010 16:35,8/9/2010 17:09
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Authorised user,2/7/2008 13:50,11/11/2009 19:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu,mary,1/27/2008 13:30,4/16/2011 13:05
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 717 Service Statistics- Workload 2011 (95).xls,D. Muania,mary,8/10/2005 10:27,1/14/2011 16:28
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu,mary,1/27/2008 13:30,1/14/2011 16:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel,mary,1/29/2010 16:35,4/16/2011 10:14
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Sabatia/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,SAMUEL,2/7/2008 13:50,10/4/2011 15:00
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,3/24/2011 8:33
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DISTRICT WORKLOAD MOH 717 2010.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 710_Immunization Summary  2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DNO CHANIS 2.xls,Thomas,DMOH MOLO,10/6/2009 9:31,6/11/2010 9:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 711B_Integrated Summary_Reproductive Health 2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,12/21/2010 9:58
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/CHANIS 3 MOH704A.xls,Thomas, ,10/6/2009 9:31,1/17/2011 12:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH_105_Service_Delivery_Summary_AOP5.xls,Samuel Cheburet,DMOH MOLO,2/7/2008 13:50,9/27/2010 9:02
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/Hospital Administarative Statistics 2011.xls,D. Muania,SAMUEL,8/9/2005 5:07,2/2/2011 16:06
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania,DMOH MOLO,8/9/2005 5:07,6/11/2010 9:20
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,BENARD,2/7/2008 13:50,7/22/2011 17:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 717 Service Statistics- Workload 2011.xls,D. Muania, ,8/10/2005 10:27,3/24/2011 12:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DISTRICT WORKLOAD 2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/Hospital Administrative Statistics 2011.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu,Magdalene,1/27/2008 13:30,9/14/2010 8:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary AOP 6.xls,Samuel Cheburet,BENARD,2/7/2008 13:50,7/22/2011 17:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/Analysis.xls,,HMIS,10/14/1996 23:33,6/15/2008 2:18
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 710_Immunization Summary 2011.xls,Robert Wathondu, ,2/7/2008 14:06,3/25/2011 9:15
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/17/2011 12:35
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DISTRICT WORKLOAD MOH 717 2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DRHCO 2010.xls,DMOH MOLO,DMOH MOLO,6/16/2010 6:40,1/18/2011 7:10
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,gitau,1/27/2008 13:30,11/10/2008 10:04
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 710_Immunization Summary.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu,Magdalene,1/27/2008 13:30,9/14/2010 7:47
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/DISTRICT WORKLOAD MOH 717.xls,D. Muania, ,8/10/2005 10:27,12/22/2010 9:29
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel, ,1/29/2010 16:35,1/17/2011 12:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary.xls,Robert Wathondu,HMIS,2/7/2008 13:50,6/22/2008 10:53
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary AOP61.xls,Samuel Cheburet,dhis2,2/7/2008 13:50,2/24/2011 9:37
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/INPATIENT ADMINISTRATIVE STATISTICS 2010.xls,D. Muania,Health records department,8/9/2005 5:07,10/12/2010 10:52
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/INPATIENT ADMINISTRATIVE STATISTICS - DISTRICT 2010.xls,D. Muania,DMOH MOLO,8/9/2005 5:07,11/16/2010 7:51
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,3/24/2011 8:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/17/2011 12:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet,CHEBURET,2/7/2008 13:50,9/21/2010 5:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705A_Out Patient Summary_Under 5 years.xls,Not working,,,
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel, ,1/29/2010 16:35,3/24/2011 11:57
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 705B_Out Patient Summary_Over 5 years 2009.xls,Robert Wathondu,DMOH MOLO,1/27/2008 13:30,9/22/2010 7:32
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Molo/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,HMIS,2/7/2008 13:50,8/4/2008 10:08
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,4/11/2011 10:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 710_Immunization Summary  2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/11/2010 10:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2011 8:46
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/Hospital Administarative Statistics 2011.xls,D. Muania, ,8/9/2005 5:07,4/11/2011 11:44
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 717 Service Statistics- Workload 2010.xls,D. Muania, ,8/10/2005 10:27,1/13/2011 8:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania, ,8/9/2005 5:07,1/25/2010 7:49
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,Kamunya,2/7/2008 13:50,7/7/2011 9:36
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 717 Service Statistics- Workload 2011.xls,D. Muania, ,8/10/2005 10:27,4/11/2011 11:11
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/11/2010 9:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/Analysis.xls,,Wachira,10/14/1996 23:33,6/9/2009 12:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/APRIL MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,User,1/15/2010 22:37,5/10/2010 13:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 710_Immunization Summary 2011.xls,Robert Wathondu, ,2/7/2008 14:06,4/11/2011 11:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2011 7:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS  2009.xls,HMIS, ,2/11/2008 10:11,1/11/2010 11:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705B_Out Patient Summary_Over 5 years.xls,Robert Wathondu,HMIS,1/27/2008 13:30,4/21/2008 12:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 710_Immunization Summary.xls,Robert Wathondu,Wachira,2/7/2008 14:06,10/10/2009 7:23
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705B_Out Patient Summary_Over 5 years  2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/11/2010 9:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/DISTRICT WORKLOAD MOH 717.xls,D. Muania, ,8/10/2005 10:27,1/11/2010 9:59
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2010.xls,Samuel, ,1/29/2010 16:35,1/13/2011 8:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 105_Service Delivery Summary.xls,Robert Wathondu,Wachira,2/7/2008 13:50,3/10/2009 5:31
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS.xls,HMIS, ,2/11/2008 10:11,3/11/2009 9:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,11/5/2010 12:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705A_Out Patient Summary_Under 5 years 2011.xls,Robert Wathondu, ,1/27/2008 13:30,4/11/2011 10:43
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705A_Out Patient Summary_Under 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,1/13/2011 8:42
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 105_Service Delivery Summary AOP5.xls,Samuel Cheburet, ,2/7/2008 13:50,11/5/2010 11:34
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MAY MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS,Kamunya,1/15/2010 22:37,6/30/2010 15:19
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 705A_Out Patient Summary_Under 5 years.xls,Robert Wathondu, ,1/27/2008 13:30,2/4/2010 8:55
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 711B_Integrated Summary_Reproductive Health_TB_Malaria_CHANNIS_HIV_AIDS 2011.xls,Samuel, ,1/29/2010 16:35,4/11/2011 9:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/INPATIENT ADMINISTRATIVE STATISTICS.xls,D. Muania, ,8/9/2005 5:07,1/13/2011 8:39
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 105_Service Delivery Summary FY08-09.xls,Samuel Cheburet,Wachira,2/7/2008 13:50,8/17/2009 8:22
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/MARCH  MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/JUNE  MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/NOVEMBER  MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/APRIL MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/JULY  MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/AUGUST MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/DECEMBER MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/JANUARY MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/OCTOBER MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/MAY MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,2/8/2010 9:12
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Laikipia North/MOH 718 IN-PTS Morbidity and Mortality Monthly Summary/FEBRUARY  MOH 718 Inpatient Morbidity And Mortality Monthly Summary.xls,ROOM 37 HIS, ,1/15/2010 22:37,3/11/2010 11:38
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705B_Out Patient Summary_Over 5 years 2011.xls,Robert Wathondu,gichuhi,1/27/2008 13:30,7/13/2011 6:07
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 710_Immunization Summary  2009.xls,Robert Wathondu, ,2/7/2008 14:06,1/13/2010 8:26
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 710_Immunization Summary 2010.xls,Robert Wathondu, ,2/7/2008 14:06,3/8/2011 12:45
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/Hospital Administarative Statistics 2011.xls,D. Muania,gichuhi,8/9/2005 5:07,7/13/2011 8:21
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 105_Service Delivery Summary AOP7.xls,Samuel Cheburet,gichuhi,2/7/2008 13:50,8/16/2011 9:24
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/INPATIENT ADMINISTRATIVE STATISTICS -DISTRICT.xls,D. Muania, ,8/9/2005 5:07,1/15/2010 8:03
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 105_Service Delivery Summary AOP6.xls,Samuel Cheburet,gichuhi,2/7/2008 13:50,7/13/2011 8:17
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 717 Service Statistics- Workload 2011.xls,D. Muania,gichuhi,8/10/2005 10:27,4/12/2011 10:56
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705A_Out Patient Summary_Under 5 years 2009.xls,Robert Wathondu, ,1/27/2008 13:30,1/15/2010 8:41
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/Analysis.xls,,HMIS,10/14/1996 23:33,5/17/2007 16:13
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 710_Immunization Summary 2011.xls,Robert Wathondu,gichuhi,2/7/2008 14:06,7/13/2011 7:48
J:/LIMITED_USE/PROJECT_FOLDERS/KEN/ART_ABCE/HMIS/Districts/Imenti South/MOH 705B_Out Patient Summary_Over 5 years 2010.xls,Robert Wathondu, ,1/27/2008 13:30,3/8/2011 12:45
